log_price,price,availability_365,review_scores_cleanliness,bathrooms_text,instant_bookable,maximum_nights,reviews_per_month,host_response_time,latitude,bedrooms,accommodates,availability_30,longitude,availability_60,review_scores_checkin,host_is_superhost,minimum_nights,availability_90,neighbourhood_cleansed,beds,room_type,property_type,number_of_reviews_ltm,has_availability,review_scores_rating,review_scores_value,review_scores_accuracy
4.605170185988092,100.0,0,10.0,2,True,31,0.16,1,43.65873,1.0,2,0,-79.45336,0,10.0,False,28,0,49,1.0,0,15,0,True,100.0,10.0,10.0
4.919980925828125,137.0,96,9.0,2,False,500,0.16,4,43.65374,1.0,4,28,-79.45359,58,10.0,True,28,88,50,2.0,0,5,0,True,91.0,9.0,9.0
5.176149732573829,177.0,284,9.0,2,False,730,0.25,4,43.65329,3.0,7,0,-79.45257,0,10.0,True,28,9,50,4.0,0,14,2,True,96.0,9.0,10.0
4.499809670330265,90.0,0,10.0,2,False,1125,0.02,4,43.64424,1.0,2,0,-79.38045,0,10.0,False,30,0,122,1.0,0,5,0,True,80.0,10.0,10.0
5.966146739123692,390.0,223,10.0,9,False,28,0.1,1,43.64147,4.0,7,0,-79.44633,0,10.0,False,5,8,103,4.0,0,14,0,True,100.0,9.0,10.0
4.584967478670572,98.0,291,10.0,2,False,1125,1.88,4,43.71558,1.0,2,0,-79.36382,0,10.0,True,28,16,70,1.0,0,11,5,True,98.0,10.0,10.0
4.442651256490317,85.0,191,10.0,2,False,365,0.26,1,43.63859,1.0,2,0,-79.3942,0,10.0,False,90,0,122,1.0,0,5,0,True,94.0,10.0,10.0
4.919980925828125,137.0,198,8.0,2,False,1125,0.09,4,43.65597,2.0,4,0,-79.45258,0,9.0,True,28,0,50,3.0,0,14,0,True,85.0,8.0,8.0
4.897839799950911,134.0,0,10.0,3,False,365,0.22,2,43.73084,1.0,2,0,-79.27574,0,10.0,True,28,0,57,1.0,2,36,0,True,91.0,9.0,9.0
3.8066624897703196,45.0,365,6.0,2,False,400,0.01,3,43.66229,1.0,1,30,-79.40904,60,10.0,True,30,90,120,1.0,2,21,0,True,80.0,8.0,8.0
4.0943445622221,60.0,212,10.0,4,False,180,0.56,4,43.66487,1.0,1,26,-79.37103,26,10.0,True,7,32,19,1.0,2,36,3,True,98.0,10.0,10.0
4.553876891600541,95.0,344,8.0,2,False,365,0.07,1,43.63708,1.0,2,9,-79.39198,39,9.0,False,180,69,122,1.0,0,8,0,True,80.0,8.0,9.0
3.784189633918261,44.0,62,10.0,4,False,90,0.29,1,43.637,1.0,1,0,-79.43414,9,10.0,True,28,39,109,1.0,2,21,4,True,99.0,10.0,10.0
4.700480365792417,110.0,364,8.0,26,False,1125,0.09,2,43.65212,1.0,1,29,-79.44969,59,10.0,False,28,89,103,1.0,0,15,2,True,84.0,8.0,8.0
3.828641396489095,46.0,18,10.0,4,False,1125,1.22,1,43.77656,1.0,2,18,-79.35063,18,10.0,False,1,18,30,1.0,2,21,40,True,97.0,10.0,10.0
5.991464547107982,400.0,0,10.0,11,False,1125,0.04,3,43.67716,4.0,6,0,-79.38653,0,10.0,False,28,0,104,4.0,0,14,0,True,100.0,10.0,10.0
4.382026634673881,80.0,0,10.0,26,False,180,0.02,1,43.64366,1.0,2,0,-79.45216,0,10.0,False,30,0,50,1.0,0,5,1,True,100.0,10.0,10.0
5.081404364984463,161.0,179,9.0,2,False,1125,1.78,4,43.66682,1.0,4,29,-79.47394,59,10.0,False,3,89,59,1.0,0,5,3,True,97.0,10.0,10.0
4.356708826689592,78.0,304,9.0,4,True,14,2.96,4,43.66414,1.0,2,15,-79.38351,45,10.0,True,1,51,23,1.0,2,28,65,True,99.0,10.0,10.0
4.867534450455582,130.0,0,7.0,2,False,30,0.06,1,43.63923,1.0,3,0,-79.39358,0,10.0,False,28,0,122,1.0,0,5,0,True,85.0,10.0,10.0
4.8283137373023015,125.0,90,10.0,2,False,28,0.43,3,43.64028,1.0,2,30,-79.3907,60,10.0,True,3,90,122,1.0,0,8,0,True,96.0,10.0,10.0
5.0106352940962555,150.0,365,10.0,3,False,1125,0.99,1,43.68212,1.0,2,30,-79.40447,60,10.0,False,28,90,21,1.0,2,36,1,True,98.0,10.0,10.0
4.605170185988092,100.0,70,10.0,2,False,365,0.48,2,43.64674,1.0,2,10,-79.39975,40,10.0,False,30,70,122,1.0,0,5,0,True,97.0,10.0,10.0
4.477336814478207,88.0,285,9.0,2,False,365,0.35,2,43.65555,1.0,3,0,-79.42017,0,10.0,False,28,10,94,1.0,0,11,1,True,94.0,9.0,9.0
6.834108738813838,929.0,363,9.0,18,False,28,0.1,1,43.689,5.0,9,28,-79.37799,58,10.0,False,28,88,104,6.0,0,14,0,True,97.0,10.0,10.0
4.59511985013459,99.0,363,9.0,2,False,1000,0.06,1,43.66943,1.0,2,28,-79.39085,58,9.0,False,28,88,3,1.0,0,8,0,True,88.0,9.0,9.0
4.6913478822291435,109.0,0,8.0,2,False,30,0.22,1,43.66152,1.0,2,0,-79.34284,0,9.0,False,28,0,110,1.0,0,5,0,True,89.0,9.0,9.0
4.948759890378168,141.0,0,9.0,2,False,365,1.16,0,43.6898,2.0,3,0,-79.41314,0,10.0,False,28,0,44,2.0,0,8,0,True,95.0,9.0,9.0
3.828641396489095,46.0,365,10.0,4,False,1125,0.13,3,43.77831,1.0,2,30,-79.33001,60,10.0,False,28,90,98,1.0,2,36,0,True,98.0,9.0,10.0
3.4011973816621555,30.0,365,9.0,4,False,1125,0.05,3,43.77835,1.0,1,30,-79.33015,60,10.0,False,28,90,98,1.0,2,36,0,True,96.0,9.0,10.0
4.418840607796598,83.0,365,9.0,4,True,365,0.14,1,43.65804,1.0,2,30,-79.42726,60,10.0,False,28,90,94,0.0,2,36,0,True,96.0,9.0,10.0
4.787491742782046,120.0,358,7.0,2,False,45,0.04,1,43.68373,1.0,1,23,-79.35744,53,10.0,False,28,83,17,1.0,0,8,0,True,93.0,9.0,10.0
5.003946305945459,149.0,365,10.0,7,False,1125,1.84,0,43.63708,2.0,5,30,-79.41765,60,10.0,False,365,90,87,2.0,0,15,0,True,93.0,9.0,10.0
5.41610040220442,225.0,0,9.0,7,False,1125,0.06,1,43.68219,4.0,7,0,-79.35405,0,10.0,False,28,0,97,5.0,0,14,0,True,90.0,10.0,10.0
5.293304824724492,199.0,152,10.0,2,True,180,2.59,4,43.64971,2.0,4,4,-79.39624,32,10.0,False,28,62,62,2.0,0,15,2,True,98.0,10.0,10.0
5.159055299214529,174.0,160,10.0,2,False,1125,0.68,1,43.67705,1.0,3,10,-79.36135,40,10.0,False,28,70,97,1.0,0,5,0,True,96.0,9.0,9.0
3.8066624897703196,45.0,331,8.0,8,False,120,0.2,1,43.63874,1.0,2,1,-79.44386,26,10.0,False,29,56,109,1.0,2,21,0,True,84.0,9.0,9.0
4.718498871295094,112.0,273,9.0,2,True,1000,7.3,4,43.64389,1.0,4,29,-79.38184,57,10.0,False,28,71,122,1.0,0,8,40,True,96.0,9.0,10.0
4.605170185988092,100.0,186,10.0,2,False,365,0.25,3,43.64248,1.0,3,13,-79.38133,43,10.0,True,89,73,122,2.0,0,8,1,True,95.0,9.0,10.0
5.075173815233827,160.0,365,10.0,2,False,1125,0.11,4,43.65794,1.0,2,30,-79.35755,60,10.0,True,365,90,100,1.0,0,15,0,True,100.0,10.0,10.0
4.382026634673881,80.0,317,9.0,2,False,1125,0.25,4,43.66451,1.0,3,0,-79.33498,12,10.0,True,30,42,110,1.0,0,5,1,True,96.0,9.0,9.0
5.940171252720432,380.0,344,9.0,7,False,30,0.05,1,43.65367,4.0,8,9,-79.43242,39,10.0,False,28,69,34,5.0,0,14,0,True,85.0,9.0,10.0
